Name,Team,POS,ADP,PA,rPTS,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Jorge Soler ","LAA","OF/DH",634.8099975585938,452.043,210.9660049676895,-38.58209172236534,16.809601861951794,-20.772489860413547,"Jorge Soler","14221",624585
"Colson Montgomery ","CHW","SS",254.75,511.726,233.69491720199585,-32.77895873343877,10.88220454006311,-20.896754193375656,"Colson Montgomery","29712",695657
"Jonathan Aranda ","TBR","1B",195.60000610351562,488.478,245.57729625701904,-29.745156448036987,7.555038463400127,-21.190117984636856,"Jonathan Aranda","21837",666018
"Kyle Manzardo ","CLE","1B/DH",253.4600067138672,436.258,244.76079523563385,-29.95362502602467,7.555038463400127,-21.398586562624544,"Kyle Manzardo","29794",700932
"Brooks Lee ","MIN","2B/3B/SS",542.5700073242188,437.445,231.20690155029297,-33.414197479425475,10.88220454006311,-21.531992939362365,"Brooks Lee","31595",686797
"Jac Caglianone ","KCR","OF",164.58999633789062,365.623,207.37260258197784,-39.4995571827465,16.809601861951794,-21.689955320794706,"Jac Caglianone","35041",695506
"Jordan Beck ","COL","OF",232.9199981689453,432.576,205.45709800720215,-39.98862272507116,16.809601861951794,-22.179020863119366,"Jordan Beck","31431",687597
"Carter Jensen ","KCR","C/DH",999,337.465,167.6072028875351,-49.6524364937222,26.29857260146566,-22.353863892256534,"Carter Jensen","29478",695600
"Mike Yastrzemski ","ATL","OF",656.0999755859375,403.796,204.739399433136,-40.171865118210526,16.809601861951794,-22.362263256258732,"Mike Yastrzemski","14854",573262
"Evan Carter ","TEX","OF",280.4800109863281,383.49,204.56020045280457,-40.21761810029885,16.809601861951794,-22.40801623834705,"Evan Carter","27790",694497
"Matt Wallner ","MIN","OF",340.5899963378906,417.361,204.52330338954926,-40.22703863757595,16.809601861951794,-22.41743677562416,"Matt Wallner","26466",670242
"Keibert Ruiz ","WSN","C",720.3499755859375,304.093,167.01920476555824,-49.80256384094827,26.29857260146566,-22.503991239482605,"Keibert Ruiz","19610",660688
"Max Muncy ","LAD","3B",234.3699951171875,364.876,208.19350016117096,-39.28996607811126,15.509947123256422,-22.780018954854842,"Max Muncy","13301",571970
"Victor Caratini ","MIN","C/DH",681.02001953125,328.671,164.05940240621567,-50.55825890172106,26.29857260146566,-23.2596863002554,"Victor Caratini","14968",605170
"Cam Smith ","HOU","OF",341.8699951171875,436.014,199.47119855880737,-41.51693917943038,16.809601861951794,-23.70733731747859,"Cam Smith","35108",701358
"Gavin Sheets ","SDP","OF/DH",684.8099975585938,402.16,199.13509500026703,-41.60275294949357,16.809601861951794,-23.793151087541773,"Gavin Sheets","19901",657757
"Kyle Stowers ","MIA","OF",164.42999267578125,402.684,198.81009936332703,-41.68573065130972,16.809601861951794,-23.876128789357924,"Kyle Stowers","26151",669065
"Josh Jung ","TEX","3B",610.5,445.928,203.84030413627625,-40.40142161979797,15.509947123256422,-23.891474496541548,"Josh Jung","26299",673962
"Dylan Crews ","WSN","OF",282.2200012207031,372.203,197.95280289649963,-41.90461509930486,16.809601861951794,-24.09501323735307,"Dylan Crews","33541",686611
"Carson Kelly ","CHC","C",591.9099731445312,322.688,160.51809471845627,-51.462423573348296,26.29857260146566,-24.163850971882635,"Carson Kelly","13620",608348
"Jonathan India ","KCR","2B/3B/OF/DH",607.719970703125,434.698,216.51579707860947,-37.16512194622476,11.877546918772719,-24.28757502745204,"Jonathan India","21523",663697
"Josh Lowe ","LAA","OF",297.0899963378906,409.215,196.68650126457214,-42.22792651422943,16.809601861951794,-24.418324652277636,"Josh Lowe","19953",666139
"Dillon Dingler ","DET","C",254.6199951171875,345.814,159.22760593891144,-51.79191043709326,26.29857260146566,-24.4933378356276,"Dillon Dingler","27464",693307
"Cedric Mullins ","TBR","OF",321.5,408.83,196.21659696102142,-42.34790221467047,16.809601861951794,-24.53830035271868,"Cedric Mullins","17929",656775
"Anthony Volpe ","NYY","SS",641.989990234375,423.021,218.25099515914917,-36.7220921558108,10.88220454006311,-24.83988761574769,"Anthony Volpe","27647",683011
"Tyler Stephenson ","CIN","C",294.75,376.644,157.19690090417862,-52.31038889555861,26.29857260146566,-25.011816294092945,"Tyler Stephenson","17988",663886
"Logan O'Hoppe ","LAA","C",246.50999450683594,365.75,156.6655012369156,-52.446065557407124,26.29857260146566,-25.147492955941463,"Logan O'Hoppe","24729",681351
"Jesús Sánchez ","TOR","OF",617.4299926757812,355.29,190.6259001493454,-43.77531575582333,16.809601861951794,-25.965713893871538,"Jesus Sanchez","19913",660821
"Danny Jansen ","TEX","C",999,302.993,153.23519772291183,-53.32188870630819,26.29857260146566,-26.02331610484252,"Danny Jansen","16535",643376
"Tyler O'Neill ","BAL","OF",477.6400146484375,377.296,188.8047980070114,-44.24027852260422,16.809601861951794,-26.430676660652423,"Tyler O'Neill","15711",641933
"Kyle Isbel ","KCR","OF",999,380.795,188.75789141654968,-44.25225468669428,16.809601861951794,-26.44265282474248,"Kyle Isbel","21614",664728
"Brady House ","WSN","3B",710.1199951171875,479.585,193.77188563346863,-42.97208452516005,15.509947123256422,-26.46213740190362,"Brady House","29993",691781
"Nolan Gorman ","STL","2B/3B/DH",653.1400146484375,465.028,207.96710455417633,-39.347769276168215,11.877546918772719,-26.470222357395492,"Nolan Gorman","22263",669357
"Lane Thomas ","KCR","OF",726.6699829101562,385.981,188.0009000301361,-44.44552929841103,16.809601861951794,-26.635927436459244,"Lane Thomas","16939",657041
"Brandon Marsh ","PHI","OF",609.72998046875,408.633,187.70130109786987,-44.52202272798473,16.809601861951794,-26.71242086603293,"Brandon Marsh","20202",669016
"Giancarlo Stanton ","NYY","OF/DH",251.4600067138672,339.493,187.4810004234314,-44.57826977131604,16.809601861951794,-26.768667909364247,"Giancarlo Stanton","4949",519317
"Liam Hicks ","MIA","C/1B/DH",748.5399780273438,288.262,149.6464970111847,-54.238153737952516,26.29857260146566,-26.93958113648686,"Liam Hicks","29844",689414
"Connor Norby ","MIA","3B",728.1400146484375,455.893,191.1345932483673,-43.64543652210805,15.509947123256422,-27.135489398851636,"Connor Norby","29592",681393
"Carlos Narváez ","BOS","C",443.010009765625,346.588,147.7967010140419,-54.710442603479535,26.29857260146566,-27.411870002013874,"Carlos Narvaez","19722",665966
"Colton Cowser ","BAL","OF",251.72000122070312,411.176,183.36860233545303,-45.62824492023341,16.809601861951794,-27.81864305828162,"Colton Cowser","29591",681297
"Victor Scott II ","STL","OF",391.1300048828125,406.369,183.0265052318573,-45.715588958823,16.809601861951794,-27.90598709687121,"Victor Scott II","31349",687363
"Ke'Bryan Hayes ","CIN","3B",999,412.246,187.87660193443298,-44.47726501775386,15.509947123256422,-27.967317894497437,"Ke'Bryan Hayes","18577",663647
"Harrison Bader ","SFG","OF",554.3099975585938,412.392,182.63610100746155,-45.815266744114794,16.809601861951794,-28.005664882163003,"Harrison Bader","18030",664056
"Spencer Horwitz ","PIT","1B",738.1500244140625,409.767,217.75729870796204,-36.84814245390099,7.555038463400127,-28.293103990500864,"Spencer Horwitz","26477",687462
"Patrick Bailey ","SFG","C",747.8900146484375,415.418,143.95260274410248,-55.69191559492742,26.29857260146566,-28.393342993461758,"Patrick Bailey","27478",672275
"Sean Murphy ","ATL","C",746.0599975585938,318.548,143.91759598255157,-55.700853501444776,26.29857260146566,-28.402280899979118,"Sean Murphy","19352",669221
"Lars Nootbaar ","STL","OF",745.989990234375,329.476,180.9285980463028,-46.251225432346,16.809601861951794,-28.4416235703942,"Lars Nootbaar","21454",663457
"Trevor Larnach ","MIN","OF/DH",748.52001953125,361.267,180.48809665441513,-46.36369399804677,16.809601861951794,-28.55409213609498,"Trevor Larnach","21501",663616
"Jake Fraley ","TBR","OF",999,344.274,177.28660541772842,-47.18109692599393,16.809601861951794,-29.37149506404214,"Jake Fraley","19260",641584
"Isaac Collins ","KCR","OF",666.1699829101562,341.235,177.24850225448608,-47.19082540403611,16.809601861951794,-29.381223542084314,"Isaac Collins","25477",686555
"Austin Hays ","CHW","OF/DH",572.469970703125,393.301,176.96700048446655,-47.26269827640243,16.809601861951794,-29.453096414450638,"Austin Hays","19363",669720
"Brayan Rocchio ","CLE","2B/SS",999,397.762,199.86630058288574,-41.41606195458633,10.88220454006311,-29.53385741452322,"Brayan Rocchio","23690",677587
"TJ Rumfield ","COL","1B/DH",999,420.444,212.12409764528275,-38.28640815632861,7.555038463400127,-29.73136969292848,"TJ Rumfield","29805",681198
"Dominic Canzone ","SEA","OF",477.1600036621094,323.84,173.90690141916275,-48.04400103529312,16.809601861951794,-30.234399173341327,"Dominic Canzone","26438",686527
"Nick Fortes ","TBR","C",999,285.02,135.83789801597595,-57.763757406701956,26.29857260146566,-30.46518480523629,"Nick Fortes","21538",663743
"Noelvi Marte ","CIN","3B/OF",147.7100067138672,341.896,177.94950532913208,-47.0118456963457,15.509947123256422,-30.50189857308928,"Noelvi Marte","26517",682622
"Parker Meadows ","DET","OF",745.6900024414062,385.881,172.30439376831055,-48.453152380408135,16.809601861951794,-30.643550518456347,"Parker Meadows","23800",678009
"Kyle Teel ","CHW","C",266.8800048828125,297.251,134.9460972249508,-57.991451479194225,26.29857260146566,-30.692878877728564,"Kyle Teel","33549",691019
"Garrett Mitchell ","MIL","OF",691.1699829101562,350.579,171.4844000339508,-48.66251271589282,16.809601861951794,-30.852910853941015,"Garrett Mitchell","27555",669003
"Ha-Seong Kim ","ATL","SS",748.3800048828125,361.947,194.5158964395523,-42.78212410785572,10.88220454006311,-30.899919567792615,"Ha-Seong Kim","27506",673490
"Carson Benge ","NYM","OF",999,349.642,171.1110054254532,-48.75784761569454,16.809601861951794,-30.948245753742746,"Carson Benge","35177",701807
"Cole Young ","SEA","2B",704.2899780273438,379.87,188.34920024871826,-44.35660148401904,11.877546918772719,-31.479054565246315,"Cole Young","31680",702284
"Luisangel Acuña ","CHW","2B",395.510009765625,358.798,188.30599915981293,-44.36763156155199,11.877546918772719,-31.490084642779273,"Luisangel Acuna","26548",682668
"Jake Meyers ","HOU","OF",738.1500244140625,344.734,168.4220016002655,-49.444402548215386,16.809601861951794,-31.63480068626359,"Jake Meyers","20308",676694
"Nick Gonzales ","PIT","2B",999,397.585,186.65299224853516,-44.78967634921592,11.877546918772719,-31.912129430443187,"Nick Gonzales","27490",693304
"Marcelo Mayer ","BOS","3B",589.5399780273438,357.576,171.08650255203247,-48.7641036754481,15.509947123256422,-32.25415655219168,"Marcelo Mayer","29668",691785
"Joc Pederson ","TEX","DH",999,348.87,199.52469885349274,-41.503279514515256,7.555038463400127,-32.948241051115126,"Joc Pederson","11899",592626
"Miguel Amaya ","CHC","C",745.969970703125,258.015,125.27639985084534,-60.46031313197101,26.29857260146566,-33.16174053050535,"Miguel Amaya","21693",665804
"Nick Castellanos ","SDP","OF",631.0399780273438,352.791,161.22450518608093,-51.282063253147484,16.809601861951794,-33.47246139119569,"Nick Castellanos","11737",592206
"Mauricio Dubón ","ATL","2B/3B/SS/OF",743.3800048828125,350.274,182.473998606205,-45.85665463732406,10.88220454006311,-33.97445009726095,"Mauricio Dubon","16530",643289
"Alek Thomas ","ARI","OF",746.030029296875,353.161,158.52200376987457,-51.97206438295678,16.809601861951794,-34.16246252100499,"Alek Thomas","23792",677950
"Andrew Vaughn ","MIL","1B",272.2699890136719,364.444,190.9157999753952,-43.701298696551376,7.555038463400127,-35.146260233151246,"Andrew Vaughn","26197",683734
"Jake McCarthy ","COL","OF",506.760009765625,269.961,153.8461983203888,-53.16588838007521,16.809601861951794,-35.35628651812342,"Jake McCarthy","21622",664983
"Brett Baty ","NYM","2B/3B",292.9200134277344,356.691,173.0516004562378,-48.26237599236294,11.877546918772719,-35.384829073590225,"Brett Baty","26123",683146
"Jacob Young ","WSN","OF",746.0700073242188,322.41,153.00020146369934,-53.38188781801455,16.809601861951794,-35.57228595606276,"Jacob Young","29931",696285
"Tommy Edman ","LAD","2B/OF",730.1199951171875,319.698,171.7918075323105,-48.58402560765004,11.877546918772719,-35.706478688877326,"Tommy Edman","19470",669242
"Jake Bauers ","MIL","1B/OF",999,322.245,152.17499619722366,-53.59257875892517,16.809601861951794,-35.78297689697338,"Jake Bauers","15194",641343
"Dylan Beavers ","BAL","OF",505.0400085449219,290.707,151.19859898090363,-53.84187194277453,16.809601861951794,-36.03227008082274,"Dylan Beavers","31695",687637
"Nathan Lukes ","TOR","OF",999,284.246,150.86519861221313,-53.92699553593742,16.809601861951794,-36.117393673985625,"Nathan Lukes","18123",664770
"Miguel Andujar ","SDP","3B/OF/DH",722.9099731445312,287.617,155.6697998046875,-52.70028748272051,15.509947123256422,-36.19034035946409,"Miguel Andujar","15878",609280
"Owen Caissie ","MIA","OF/DH",528.5,343.29,149.30109632015228,-54.32634124661397,16.809601861951794,-36.51673938466217,"Owen Caissie","27496",683357
"Ryan McMahon ","NYY","3B",732.8599853515625,408.634,151.80450421571732,-53.6871725616487,15.509947123256422,-37.17722543839228,"Ryan McMahon","15112",641857
"Pedro Pagés ","STL","C",748.2899780273438,274.6,109.2804024219513,-64.54440212899259,26.29857260146566,-37.24582952752692,"Pedro Pages","25782",686780
"Tyler Freeman ","COL","OF/DH",745.8599853515625,251.634,145.99540174007416,-55.17034931313342,16.809601861951794,-37.36074745118162,"Tyler Freeman","22532",671289
"Yohel Pozo ","STL","C",999,187.535,108.02279883623123,-64.86549276368953,26.29857260146566,-37.56692016222386,"Yohel Pozo","18848",650968
"Paul Goldschmidt ","NYY","1B",748.3599853515625,355.152,181.10359954833984,-46.20654414803666,7.555038463400127,-37.65150568463654,"Paul Goldschmidt","9218",502671
"Austin Martin ","MIN","OF",748.5599975585938,291.379,143.94339430332184,-55.6942666888082,16.809601861951794,-37.8846648268564,"Austin Martin","27462",668885
"Yoán Moncada ","LAA","3B",746.1500244140625,373.643,147.63259953260422,-54.75234090070756,15.509947123256422,-38.24239377745114,"Yoan Moncada","17232",660162
"Luis Rengifo ","MIL","2B/3B",644.9299926757812,315.869,161.4793951511383,-51.21698489174054,11.877546918772719,-38.33943797296783,"Luis Rengifo","19858",650859
"Henry Davis ","PIT","C",999,244.806,104.65649777650833,-65.72497484224014,26.29857260146566,-38.426402240774486,"Henry Davis","29617",680779
"Jose Trevino ","CIN","C",999,211.651,104.16170266270638,-65.85130565024643,26.29857260146566,-38.55273304878078,"Jose Trevino","16725",624431
"Gavin Lux ","TBR","OF/DH",745.989990234375,339.785,140.87249219417572,-56.47832767472954,16.809601861951794,-38.668725812777744,"Gavin Lux","19955",666158
"George Valera ","CLE","OF/DH",748.3099975585938,290.597,137.49330097436905,-57.34110086164662,16.809601861951794,-39.53149899969483,"George Valera","22541",671655
"Luis Campusano ","SDP","C/DH",999,194.449,97.8312009871006,-67.46760574993681,26.29857260146566,-40.16903314847114,"Luis Campusano","22217",669134
"Lenyn Sosa ","CHW","1B/2B",487.05999755859375,329.157,153.43109583854675,-53.271872110459235,11.877546918772719,-40.39432519168651,"Lenyn Sosa","22896",672820
"Will Benson ","CIN","OF",999,306.556,133.84399914741516,-58.272838535681956,16.809601861951794,-40.463236673730165,"Will Benson","21853",666181
"Luke Raley ","SEA","1B/OF",748.25,327.907,133.05490094423294,-58.47431064165796,16.809601861951794,-40.66470877970617,"Luke Raley","19354",670042
"Matt Vierling ","DET","OF",999,309.324,132.57430052757263,-58.59701726763559,16.809601861951794,-40.787415405683795,"Matt Vierling","21558",663837
"Jonny DeLuca ","TBR","OF",999,251.86,132.3065996170044,-58.66536651238912,16.809601861951794,-40.85576465043733,"Jonny DeLuca","26365",676356
"Zach McKinstry ","DET","3B/SS/OF",510.30999755859375,329.026,155.32149934768677,-52.789215357985405,10.88220454006311,-40.9070108179223,"Zach McKinstry","19392",656716
"Kyle Higashioka ","TEX","C/DH",999,203.932,94.5367990732193,-68.30873057932355,26.29857260146566,-41.01015797785789,"Kyle Higashioka","5517",543309
"Graham Pauley ","MIA","3B",999,274.935,135.72620010375977,-57.79227605433866,15.509947123256422,-41.28232893108223,"Graham Pauley","31363",688363
"Jake Mangum ","PIT","OF",672.4199829101562,267.173,127.12309962511063,-59.98881479231414,16.809601861951794,-42.17921293036235,"Jake Mangum","26202",663968
"Kyle Karros ","COL","3B",999,286.989,131.430602312088,-58.88902564776553,15.509947123256422,-42.379078524509104,"Kyle Karros","33252",691720
"CJ Kayfus ","CLE","OF",999,283.817,125.95120000839233,-60.28802353822252,16.809601861951794,-42.47842167627072,"CJ Kayfus","33704",692216
"Matt Shaw ","CHC","3B",336.67999267578125,225.872,130.6494995355606,-59.08845636593983,15.509947123256422,-42.57850924268341,"Matt Shaw","33322",807713
"Joey Loperfido ","HOU","OF",746.02001953125,325.022,125.09219765663147,-60.50734353179198,16.809601861951794,-42.697741669840184,"Joey Loperfido","29630",694388
"Joey Bart ","PIT","C",999,230.363,86.66099870204926,-70.31957546609081,26.29857260146566,-43.02100286462516,"Joey Bart","21524",663698
"Davis Schneider ","TOR","2B/OF",999,305.344,142.73650127649307,-56.002409932351725,11.877546918772719,-43.124863013579,"Davis Schneider","23565",676914
"Nasim Nuñez ","WSN","SS",583.0999755859375,315.434,146.4322988986969,-55.05880097822696,10.88220454006311,-43.17659643816385,"Nasim Nunez","25979",683083
"Connor Wong ","BOS","C",999,201.537,84.56640061736107,-70.85436706185622,26.29857260146566,-43.55579446039056,"Connor Wong","19896",657136
"Luis Torrens ","NYM","C",999,187.336,84.21929967403412,-70.94298867796981,26.29857260146566,-43.64441607650414,"Luis Torrens","15905",620443
"Pavin Smith ","ARI","1B/DH",999,330.092,152.6749038696289,-53.46494261535409,7.555038463400127,-44.90990415195397,"Pavin Smith","19892",656976
"Harry Ford ","WSN","C/DH",725.52001953125,178.134,78.59009954333305,-72.38023286471247,26.29857260146566,-45.08166026324682,"Harry Ford","29958",695670
"Denzel Clarke ","ATH","OF",728.3300170898438,338.104,115.32499480247498,-63.00110022846933,16.809601861951794,-45.19149836651754,"Denzel Clarke","29858",672016
"Griffin Conine ","MIA","OF",999,287.763,114.9890004992485,-63.08688610352771,16.809601861951794,-45.27728424157591,"Griffin Conine","21626",665052
"Gary Sánchez ","MIL","C",999,163.125,77.63090106844902,-72.62513487564664,26.29857260146566,-45.32656227418098,"Gary Sanchez","11442",596142
"Max Muncy ","ATH","2B/3B",672.719970703125,296.23,132.55279552936554,-58.6025079115888,11.877546918772719,-45.72496099281609,"Max Muncy","29779",691777
"Drew Millas ","WSN","C",999,163.281,75.59409976005554,-73.14516983124766,26.29857260146566,-45.846597229782,"Drew Millas","25643",686452
"Brooks Baldwin ","CHW","OF",748.22998046875,222.013,111.39800155162811,-64.00373791945768,16.809601861951794,-46.19413605750588,"Brooks Baldwin","31394",681460
"Nathan Church ","STL","OF",999,230.167,111.09770023822784,-64.0804106805844,16.809601861951794,-46.270808818632595,"Nathan Church","31357",701675
"Hunter Feduccia ","TBR","C",999,220.533,73.34990227222443,-73.71815706183064,26.29857260146566,-46.41958446036497,"Hunter Feduccia","23372",676439
"Moisés Ballesteros ","CHC","DH",594.3599853515625,289.123,146.08079820871353,-55.14854593516309,7.555038463400127,-46.59350747176296,"Moises Ballesteros","28820",694208
"Wenceel Pérez ","DET","OF",748.5399780273438,221.856,109.79820203781128,-64.41219782455978,16.809601861951794,-46.60259596260799,"Wenceel Perez","22857",672761
"Carlos Santana ","ARI","1B",999,300.84,145.76149865984917,-55.230069315000314,7.555038463400127,-46.675030851600184,"Carlos Santana","2396",467793
"Rhys Hoskins ","CLE","1B",737.989990234375,312.005,145.3451995253563,-55.33635857406088,7.555038463400127,-46.78132011066075,"Rhys Hoskins","16472",656555
"Troy Johnston ","COL","1B/OF",748.4099731445312,212.501,109.01239776611328,-64.61282892581623,16.809601861951794,-46.80322706386445,"Troy Johnston","26143",687859
"David Hamilton ","MIL","2B",743.3300170898438,239.184,128.23939609527588,-59.70380261026785,11.877546918772719,-46.82625569149513,"David Hamilton","27531",666152
"JJ Bleday ","CIN","OF",748.5800170898438,194.458,108.84039869904518,-64.65674363013107,16.809601861951794,-46.847141768179284,"JJ Bleday","26368",668709
"Joe Mack ","MIA","C",999,192.333,71.43699634075165,-74.2065591200201,26.29857260146566,-46.90798651855444,"Joe Mack","sa3017374",691788
"Christopher Morel ","MIA","OF",999,226.433,108.16180402040482,-64.8300020388544,16.809601861951794,-47.02040017690261,"Christopher Morel","21897",666624
"Ramón Urías ","STL","2B/3B",999,275.85,126.91289860010147,-60.04248319887764,11.877546918772719,-47.16493628010492,"Ramon Urias","18795",602104
"Jake Rogers ","DET","C",999,182.246,69.22090083360672,-74.77237136882249,26.29857260146566,-47.473798767356826,"Jake Rogers","19452",668670
"Jordan Lawlar ","ARI","2B/3B/SS/OF/DH",261.6499938964844,273.249,129.25960040092468,-59.4433246252009,10.88220454006311,-47.561120085137794,"Jordan Lawlar","29976",691783
"José Caballero ","NYY","2B/3B/SS/OF",200.02999877929688,268.12,128.99349385499954,-59.51126679767746,10.88220454006311,-47.62906225761434,"Jose Caballero","23401",676609
"Dalton Rushing ","LAD","C",745.8300170898438,154.539,68.54589980840683,-74.94471224798626,26.29857260146566,-47.6461396465206,"Dalton Rushing","31382",687221
"James McCann ","ARI","C",999,167.736,66.46110013127327,-75.47700211988854,26.29857260146566,-48.17842951842289,"James McCann","12859",543510
"Rafael Marchán ","PHI","C",999,136.771,64.22880125045776,-76.04695140487243,26.29857260146566,-48.74837880340677,"Rafael Marchan","21646",665561
"Travis d'Arnaud ","LAA","C",999,179.796,63.97980032861233,-76.11052617910441,26.29857260146566,-48.81195357763874,"Travis d'Arnaud","7739",518595
"Brett Sullivan ","COL","C",999,141.763,63.93359816074371,-76.12232249041725,26.29857260146566,-48.82374988895158,"Brett Sullivan","18217",664954
"Edouard Julien ","COL","1B/2B",746.0499877929688,278.612,119.3344030380249,-61.97742039029938,11.877546918772719,-49.099873471526664,"Edouard Julien","27534",666397
"Sung-Mun Song ","SDP","2B/3B/SS",999,280.973,123.2290028333664,-60.983053378010084,10.88220454006311,-49.10084883794698,"Sung-Mun Song","sa3012529",823550
"Tyrone Taylor ","NYM","OF",999,220.583,99.39860117435455,-67.06741802252878,16.809601861951794,-49.25781616057699,"Tyrone Taylor","13675",621438
"Sam Haggerty ","TEX","OF",999,208.239,99.1847995519638,-67.12200573157494,16.809601861951794,-49.31240386962315,"Sam Haggerty","18054",664059
"J.C. Escarra ","NYY","C",999,131.942,61.89519989490509,-76.64276518028802,26.29857260146566,-49.34419257882236,"J.C. Escarra","20084",641555
"Gabriel Arias ","CLE","2B/SS",748.3800048828125,345.505,120.85169398784637,-61.59002652499075,10.88220454006311,-49.70782198492764,"Gabriel Arias","22563",672356
"Amed Rosario ","NYY","3B",999,216.464,102.69890034198761,-66.2247875096567,15.509947123256422,-49.714840386400276,"Amed Rosario","15518",642708
"Victor Robles ","SEA","OF",727.5399780273438,212.594,95.88180047273636,-67.96532558434501,16.809601861951794,-50.155723722393205,"Victor Robles","18363",645302
"Jared Triolo ","PIT","1B/3B/SS",735.5399780273438,271.98,118.60610020160675,-62.163370257691966,10.88220454006311,-50.28116571762886,"Jared Triolo","25807",669707
"Oswald Peraza ","LAA","2B/3B",999,276.725,114.70209568738937,-63.16013847747408,11.877546918772719,-50.282591558701355,"Oswald Peraza","22823",672724
"Heriberto Hernández ","MIA","OF/DH",999,228.13,94.28160035610199,-68.37388777113142,16.809601861951794,-50.56428590917963,"Heriberto Hernandez","24878",681715
"Kody Clemens ","MIN","1B/2B/OF",700.7000122070312,227.842,113.23799920082092,-63.53395076257554,11.877546918772719,-50.65640384380283,"Kody Clemens","20572",665019
"Tyler Heineman ","TOR","C",999,137.107,55.5212008357048,-78.27017100730343,26.29857260146566,-50.97159840583777,"Tyler Heineman","13897",623168
"Michael Massey ","KCR","2B",999,217.778,111.48359686136246,-63.98188377349169,11.877546918772719,-51.10433685471896,"Michael Massey","27684",686681
"Javier Báez ","DET","3B/SS/OF",740.6500244140625,278.308,115.03169965744019,-63.075984178660065,10.88220454006311,-51.19377963859696,"Javier Baez","12979",595879
"Christian Vázquez ","HOU","C",999,133.496,53.56869900226593,-78.76868266873994,26.29857260146566,-51.47011006727428,"Christian Vazquez","9774",543877
"Ben Williamson ","TBR","3B",999,235.473,95.71279889345169,-68.00847497177794,15.509947123256422,-51.49852784852152,"Ben Williamson","33197",810938
"Andy Ibáñez ","ATH","3B",999,208.607,94.47869658470154,-68.32356527375944,15.509947123256422,-51.813618150503025,"Andy Ibanez","18819",628451
"Rob Refsnyder ","SEA","OF/DH",999,203.818,89.35020127892494,-69.63296978840165,16.809601861951794,-51.82336792644985,"Rob Refsnyder","13770",608701
"Reese McGuire ","CHW","C",999,131.308,51.2162005007267,-79.36932125275791,26.29857260146566,-52.070748651292256,"Reese McGuire","15674",624512
"Alan Roden ","MIN","OF",999,173.242,86.79249888658524,-70.28600091350934,16.809601861951794,-52.47639905155754,"Alan Roden","31564",702176
"Richie Palacios ","TBR","1B/2B/OF/DH",999,208.555,104.21949696540833,-65.83654964163837,11.877546918772719,-52.959002722865634,"Richie Palacios","24589",680700
"Dane Myers ","CIN","OF",999,195.58,83.91100066900253,-71.02170340519075,16.809601861951794,-53.21210154323895,"Dane Myers","22054",667472
"Jeremiah Jackson ","BAL","OF",999,174.506,81.90460002422333,-71.53397648058886,16.809601861951794,-53.724374618637064,"Jeremiah Jackson","22239",669236
"Mitch Garver ","SEA","C/DH",999,108.523,44.108500093221664,-81.18405529216093,26.29857260146566,-53.88548269069526,"Mitch Garver","15161",641598
"Austin Wynns ","ATH","C",999,118.22,43.55130249261856,-81.32631866772758,26.29857260146566,-54.02774606626191,"Austin Wynns","15271",642851
"Thomas Saggese ","STL","2B/SS",999,266.052,102.67780351638794,-66.23017393921114,10.88220454006311,-54.34796939914802,"Thomas Saggese","27883",695336
"Carson Williams ","TBR","SS",724.5499877929688,310.448,102.05570089817047,-66.38900882708695,10.88220454006311,-54.50680428702385,"Carson Williams","30038",700246
"Romy Gonzalez ","BOS","1B/2B",999,187.82,95.95790028572083,-67.94589582322713,11.877546918772719,-55.06834890445442,"Romy Gonzalez","21562",663853
"Jonah Heim ","ATL","C/DH",999,86.1297,39.39639991521835,-82.38714603879261,26.29857260146566,-55.08857343732695,"Jonah Heim","16930",641680
"Endy Rodríguez ","PIT","C/1B",999,86.2883,38.578500777482994,-82.59597158305438,26.29857260146566,-55.297398981588714,"Endy Rodriguez","25332",682848
"Curtis Mead ","WSN","1B/3B",999,179.146,80.45560014247894,-71.9039343091034,15.509947123256422,-55.393987185846974,"Curtis Mead","23986",678554
"Edmundo Sosa ","PHI","2B/3B/SS",999,220.654,98.47489964962006,-67.30325697227042,10.88220454006311,-55.421052432207304,"Edmundo Sosa","17022",624641
"Joey Wiemer ","WSN","OF",999,197.672,74.67629891633987,-73.37950222245607,16.809601861951794,-55.56990036050428,"Joey Wiemer","27690",686894
"Casey Schmitt ","SFG","1B/2B/3B",999,211.111,93.29120200872421,-68.62675571582662,11.877546918772719,-55.749208797053896,"Casey Schmitt","27577",669477
"Austin Hedges ","CLE","C",999,115.419,36.645101457834244,-83.08960600149729,26.29857260146566,-55.79103340003163,"Austin Hedges","12976",595978
"Bryce Eldridge ","SFG","1B/DH",999,267.335,109.76209881901741,-64.42141567791894,7.555038463400127,-55.86637721451883,"Bryce Eldridge","33390",805811
"Angel Martínez ","CLE","2B/OF",748.5800170898438,201.378,91.68540006875992,-69.03674815697053,11.877546918772719,-56.15920123819781,"Angel Martinez","26540",682657
"Alex Call ","LAD","OF",999,141.438,72.17260038852692,-74.01874511148216,16.809601861951794,-56.209143249530364,"Alex Call","19296",669743
"Robert Hassell III ","WSN","OF",999,182.091,71.91010090708733,-74.08576633029872,16.809601861951794,-56.27616446834694,"Robert Hassell III","27482",690987
