Name,Team,POS,ADP,PA,rPTS,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Addison Barger ","TOR","3B/OF",193.08999633789062,438.957,239.34219622612,-32.53355379148347,14.057544455480272,-17.476009336003198,"Addison Barger","24598",680718
"Josh Lowe ","LAA","OF",297.0899963378906,424.412,212.53149783611298,-39.89515350006597,21.305113631367174,-17.5900398686988,"Josh Lowe","19953",666139
"Jordan Beck ","COL","OF",232.9199981689453,438.638,210.06719875335693,-40.57179321849414,21.305113631367174,-18.26667958712697,"Jordan Beck","31431",687597
"Cedric Mullins ","TBR","OF",321.5,411.798,207.89900040626526,-41.16713050094435,21.305113631367174,-18.862016869577182,"Cedric Mullins","17929",656775
"Spencer Steer ","CIN","1B",335.70001220703125,387.656,209.6476001739502,-40.687005315357446,20.746184845518716,-18.940820469838727,"Spencer Steer","26323",668715
"Mark Vientos ","NYM","3B/DH",652.5700073242188,432.092,233.45179504156113,-34.15092216484315,14.057544455480272,-19.093377709362876,"Mark Vientos","22184",668901
"Matt Wallner ","MIN","OF",340.5899963378906,409.736,206.87299764156342,-41.44884720760236,21.305113631367174,-19.14373357623519,"Matt Wallner","26466",670242
"Anthony Volpe ","NYY","SS",641.989990234375,428.735,220.70100498199463,-37.65199517015089,17.370232310689723,-19.281762859461168,"Anthony Volpe","27647",683011
"Edgar Quero ","CHW","C/DH",475.1000061035156,372.418,184.04199263453484,-47.717714857429485,27.34328016552604,-19.37443469190345,"Edgar Quero","28022",700337
"Freddy Fermin ","SDP","C",735.3099975585938,392.809,183.4267025589943,-47.88665932783841,27.34328016552604,-19.543379162312373,"Freddy Fermin","21840",666023
"Lane Thomas ","KCR","OF",726.6699829101562,414.192,204.7796005010605,-42.023645803121894,21.305113631367174,-19.71853217175472,"Lane Thomas","16939",657041
"Keibert Ruiz ","WSN","C",720.3499755859375,323.967,182.4754035770893,-48.14786409789306,27.34328016552604,-19.80458393236703,"Keibert Ruiz","19610",660688
"J.T. Realmuto ","PHI","C",212.27000427246094,392.282,180.60840237140656,-48.66049958883574,27.34328016552604,-20.317219423309705,"J.T. Realmuto","11739",592663
"Evan Carter ","TEX","OF",280.4800109863281,366.945,202.42230248451233,-42.67090549547408,21.305113631367174,-20.365791864106907,"Evan Carter","27790",694497
"Ramón Laureano ","SDP","OF",224.47999572753906,419.636,202.3124042749405,-42.701081010329716,21.305113631367174,-20.395967378962542,"Ramon Laureano","17128",657656
"Gavin Sheets ","SDP","OF/DH",684.8099975585938,395.522,199.49190521240234,-43.475525031697586,21.305113631367174,-21.170411400330412,"Gavin Sheets","19901",657757
"Jordan Walker ","STL","OF",511.7200012207031,441.716,199.4056018590927,-43.49922194295785,21.305113631367174,-21.19410831159068,"Jordan Walker","27475",691023
"Jake Meyers ","HOU","OF",738.1500244140625,398.13,199.13579654693604,-43.57330426183124,21.305113631367174,-21.268190630464066,"Jake Meyers","20308",676694
"Jesús Sánchez ","TOR","OF",617.4299926757812,369.389,199.09599697589874,-43.584232306535185,21.305113631367174,-21.279118675168007,"Jesus Sanchez","19913",660821
"Dylan Crews ","WSN","OF",282.2200012207031,360.266,197.5111997127533,-44.01938110052863,21.305113631367174,-21.71426746916146,"Dylan Crews","33541",686611
"Mike Yastrzemski ","ATL","OF",656.0999755859375,379.06,196.22769486904144,-44.371801941865435,21.305113631367174,-22.06668831049826,"Mike Yastrzemski","14854",573262
"Victor Scott II ","STL","OF",391.1300048828125,419.6,194.5073983669281,-44.844155703203974,21.305113631367174,-22.539042071836803,"Victor Scott II","31349",687363
"Nolan Gorman ","STL","2B/3B/DH",653.1400146484375,441.962,195.1792020201683,-44.65969390717105,21.08561731868389,-22.57407658848716,"Nolan Gorman","22263",669357
"Kyle Stowers ","MIA","OF",164.42999267578125,389.041,193.88260126113892,-45.0157105849528,21.305113631367174,-22.710596953585622,"Kyle Stowers","26151",669065
"Trevor Larnach ","MIN","OF/DH",748.52001953125,381.558,193.44269865751266,-45.136497698796376,21.305113631367174,-22.8313840674292,"Trevor Larnach","21501",663616
"Tyler O'Neill ","BAL","OF",477.6400146484375,380.116,192.8389993906021,-45.30225960035939,21.305113631367174,-22.99714596899222,"Tyler O'Neill","15711",641933
"Giancarlo Stanton ","NYY","OF/DH",251.4600067138672,347.039,191.73860031366348,-45.6044038192931,21.305113631367174,-23.29929018792593,"Giancarlo Stanton","4949",519317
"Logan O'Hoppe ","LAA","C",246.50999450683594,380.791,168.01240456104279,-52.11907021095132,27.34328016552604,-23.775790045425286,"Logan O'Hoppe","24729",681351
"Tyler Stephenson ","CIN","C",294.75,399.424,165.77410411834717,-52.73365591278479,27.34328016552604,-24.390375747258762,"Tyler Stephenson","17988",663886
"Colton Cowser ","BAL","OF",251.72000122070312,404.652,186.8896996974945,-46.93580014637422,21.305113631367174,-24.63068651500705,"Colton Cowser","29591",681297
"Victor Caratini ","MIN","C/DH",681.02001953125,317.942,164.84759628772736,-52.98805360420907,27.34328016552604,-24.644773438683032,"Victor Caratini","14968",605170
"Brandon Marsh ","PHI","OF",609.72998046875,407.945,185.7534977197647,-47.24777501649786,21.305113631367174,-24.942661385130695,"Brandon Marsh","20202",669016
"Justin Crawford ","PHI","OF",999,363.072,185.7495048046112,-47.24887137895001,21.305113631367174,-24.94375774758283,"Justin Crawford","sa3020240",702222
"Kyle Isbel ","KCR","OF",999,382.346,184.1839997768402,-47.67872296985518,21.305113631367174,-25.373609338488006,"Kyle Isbel","21614",664728
"Parker Meadows ","DET","OF",745.6900024414062,412.186,183.5965986251831,-47.84000978469144,21.305113631367174,-25.534896153324272,"Parker Meadows","23800",678009
"Harrison Bader ","SFG","OF",554.3099975585938,397.947,183.47469663619995,-47.87348126064929,21.305113631367174,-25.56836762928211,"Harrison Bader","18030",664056
"Luisangel Acuña ","CHW","2B",395.510009765625,355.095,184.27400028705597,-47.65401090453936,21.08561731868389,-25.56839358585547,"Luisangel Acuna","26548",682668
"Carson Kelly ","CHC","C",591.9099731445312,319.108,161.3862982392311,-53.93844625472744,27.34328016552604,-25.595166089201395,"Carson Kelly","13620",608348
"Isaac Collins ","KCR","OF",666.1699829101562,351.981,183.12819457054138,-47.96862273993749,21.305113631367174,-25.663509108570317,"Isaac Collins","25477",686555
"Brayan Rocchio ","CLE","2B/SS",999,392.858,196.75359797477722,-44.22740107271948,17.370232310689723,-25.857168762029758,"Brayan Rocchio","23690",677587
"Luis Rengifo ","MIL","2B/3B",644.9299926757812,359.898,182.80019664764404,-48.05868340820105,21.08561731868389,-25.973066089517157,"Luis Rengifo","19858",650859
"Jake McCarthy ","COL","OF",506.760009765625,319.011,181.08549904823303,-48.529499839929514,21.305113631367174,-26.22438620856234,"Jake McCarthy","21622",664983
"Ha-Seong Kim ","ATL","SS",748.3800048828125,360.994,195.2751030921936,-44.633361683608484,17.370232310689723,-26.263129372918765,"Ha-Seong Kim","27506",673490
"Brett Baty ","NYM","2B/3B",292.9200134277344,357.383,180.88129925727844,-48.585568395090476,21.08561731868389,-26.49995107640658,"Brett Baty","26123",683146
"Josh Jung ","TEX","3B",610.5,431.387,206.20799851417542,-41.631440637701594,14.057544455480272,-26.57389618222132,"Josh Jung","26299",673962
"Danny Jansen ","TEX","C",999,307.159,156.00249803066254,-55.416713678795624,27.34328016552604,-27.073433513269585,"Danny Jansen","16535",643376
"Paul Goldschmidt ","NYY","1B",748.3599853515625,355.85,179.44620418548584,-48.9796124184358,20.746184845518716,-27.233427572917087,"Paul Goldschmidt","9218",502671
"Carter Jensen ","KCR","C/DH",999,307.746,155.40490341186523,-55.580799384717714,27.34328016552604,-27.23751921919168,"Carter Jensen","29478",695600
"Noelvi Marte ","CIN","3B/OF",147.7100067138672,376.498,203.61960554122925,-42.34215367762895,14.057544455480272,-27.284609222148678,"Noelvi Marte","26517",682622
"Cam Smith ","HOU","OF",341.8699951171875,406.67,176.78020572662354,-49.71163413574987,21.305113631367174,-27.40652050438269,"Cam Smith","35108",701358
"Tommy Edman ","LAD","2B/OF",730.1199951171875,324.2,176.16550314426422,-49.88041729407474,21.08561731868389,-27.794799975390852,"Tommy Edman","19470",669242
"Nick Castellanos ","SDP","OF",631.0399780273438,375.896,175.08979892730713,-50.175780873750234,21.305113631367174,-27.870667242383057,"Nick Castellanos","11737",592206
"Dillon Dingler ","DET","C",254.6199951171875,344.136,153.0288992524147,-56.23319535267658,27.34328016552604,-27.88991518715055,"Dillon Dingler","27464",693307
"Max Muncy ","LAD","3B",234.3699951171875,351.083,200.3215001821518,-43.24773737772789,14.057544455480272,-28.19019292224761,"Max Muncy","13301",571970
"Carlos Narváez ","BOS","C",443.010009765625,339.026,151.41239631175995,-56.6770497948004,27.34328016552604,-28.333769629274368,"Carlos Narvaez","19722",665966
"Nick Gonzales ","PIT","2B",999,368.022,173.97209334373474,-50.482677060437204,21.08561731868389,-28.397059741753303,"Nick Gonzales","27490",693304
"Jake Fraley ","TBR","OF",999,332.669,172.42169523239136,-50.908380640352384,21.305113631367174,-28.603267008985213,"Jake Fraley","19260",641584
"Dominic Canzone ","SEA","OF",477.1600036621094,329.467,172.2906006872654,-50.94437618031026,21.305113631367174,-28.639262548943083,"Dominic Canzone","26438",686527
"Moisés Ballesteros ","CHC","C/1B/DH",594.3599853515625,283.212,149.5265012383461,-57.19487310626011,27.34328016552604,-28.851592940734072,"Moises Ballesteros","28820",694208
"Cole Young ","SEA","2B",704.2899780273438,340.547,171.31000339984894,-51.213625589642035,21.08561731868389,-29.12800827095814,"Cole Young","31680",702284
"Jared Triolo ","PIT","1B/3B/SS",735.5399780273438,415.016,184.1139031648636,-47.697969883560795,17.370232310689723,-29.327737572871076,"Jared Triolo","25807",669707
"Ke'Bryan Hayes ","CIN","3B",999,425.499,194.8193997144699,-44.75848732576264,14.057544455480272,-29.700942870282365,"Ke'Bryan Hayes","18577",663647
"Connor Norby ","MIA","3B",728.1400146484375,442.159,194.80660009384155,-44.76200180651644,14.057544455480272,-29.704457351036165,"Connor Norby","29592",681393
"Austin Hays ","CHW","OF/DH",572.469970703125,368.456,167.71860790252686,-52.19974000046041,21.305113631367174,-29.894626369093228,"Austin Hays","19363",669720
"Lenyn Sosa ","CHW","1B/2B",487.05999755859375,345.572,166.65019744634628,-52.49310088157035,21.08561731868389,-30.407483562886455,"Lenyn Sosa","22896",672820
"Sean Murphy ","ATL","C",746.0599975585938,315.608,143.75050294399261,-58.78082908330895,27.34328016552604,-30.43754891778292,"Sean Murphy","19352",669221
"Kyle Teel ","CHW","C",266.8800048828125,312.601,143.71060144901276,-58.791785113977866,27.34328016552604,-30.44850494845183,"Kyle Teel","33549",691019
"Pavin Smith ","ARI","1B/DH",999,360.94,167.18940258026123,-52.34504758213917,20.746184845518716,-30.59886273662046,"Pavin Smith","19892",656976
"Patrick Bailey ","SFG","C",747.8900146484375,401.605,142.084406375885,-59.23830079224522,27.34328016552604,-30.89502062671918,"Patrick Bailey","27478",672275
"Joc Pederson ","TEX","DH",999,331.823,189.360801756382,-46.25729248752995,14.057544455480272,-31.199748032049676,"Joc Pederson","11899",592626
"Konnor Griffin ","PIT","SS",999,360.252,176.784499168396,-49.710455255616225,17.370232310689723,-31.340222944926502,"Konnor Griffin","sa3065496",804606
"Mauricio Dubón ","ATL","2B/3B/SS/OF",743.3800048828125,342.73,175.55620104074478,-50.047717605407904,17.370232310689723,-31.677485294718174,"Mauricio Dubon","16530",643289
"Jacob Young ","WSN","OF",746.0700073242188,337.023,159.44129407405853,-54.472499560137145,21.305113631367174,-32.167385928769974,"Jacob Young","29931",696285
"Jordan Lawlar ","ARI","2B/3B/SS/DH",261.6499938964844,363.78,173.5908031463623,-50.58737055872027,17.370232310689723,-32.21713824803056,"Jordan Lawlar","29976",691783
"Christopher Morel ","MIA","OF",999,318.51,152.2170028090477,-56.4561233993073,21.305113631367174,-34.15100976794014,"Christopher Morel","21897",666624
"Tyler Freeman ","COL","OF/DH",745.8599853515625,258.994,151.68920266628265,-56.60104515108893,21.305113631367174,-34.295931519721755,"Tyler Freeman","22532",671289
"Rhys Hoskins ","CLE","1B",737.989990234375,323.337,153.2517955303192,-56.171993173210886,20.746184845518716,-34.42580832769216,"Rhys Hoskins","16472",656555
"Liam Hicks ","MIA","C/1B/DH",748.5399780273438,269.37,129.1292980313301,-62.795474888443955,27.34328016552604,-34.45219472291791,"Liam Hicks","29844",689414
"Nasim Nuñez ","WSN","2B/SS/OF",583.0999755859375,342.912,165.44099736213684,-52.82511934890174,17.370232310689723,-34.45488703821202,"Nasim Nunez","25979",683083
"Alek Thomas ","ARI","OF",746.030029296875,333.581,150.086905002594,-57.040999151633336,21.305113631367174,-34.73588552026617,"Alek Thomas","23792",677950
"Nick Fortes ","TBR","C",999,282.105,128.0937973856926,-63.07979949425144,27.34328016552604,-34.73651932872541,"Nick Fortes","21538",663743
"Dylan Beavers ","BAL","OF",505.0400085449219,282.154,149.3130031824112,-57.25349475063096,21.305113631367174,-34.9483811192638,"Dylan Beavers","31695",687637
"Marcelo Mayer ","BOS","3B",589.5399780273438,355.064,175.0805003643036,-50.17833404479044,14.057544455480272,-35.12078958931017,"Marcelo Mayer","29668",691785
"TJ Rumfield ","COL","1B",999,310.114,150.12929850816727,-57.02935887230401,20.746184845518716,-35.2831740267853,"TJ Rumfield","sa3017330",681198
"JJ Bleday ","CIN","OF",748.5800170898438,262.576,147.908793926239,-57.63905824102026,21.305113631367174,-35.33394460965309,"JJ Bleday","26368",668709
"Miguel Amaya ","CHC","C",745.969970703125,260.893,125.49689888954163,-63.792847954772284,27.34328016552604,-35.44956778924625,"Miguel Amaya","21693",665804
"Austin Martin ","MIN","OF",748.5599975585938,290.851,146.24849700927734,-58.09493749945171,21.305113631367174,-35.789823868084525,"Austin Martin","27462",668885
"Carlos Santana ","ARI","1B",999,292.293,147.59349891543388,-57.725630982464615,20.746184845518716,-35.979446136945896,"Carlos Santana","2396",467793
"Brady House ","WSN","3B",710.1199951171875,430.079,171.51630157232285,-51.15698086729004,14.057544455480272,-36.09943641180977,"Brady House","29993",691781
"George Valera ","CLE","OF/DH",748.3099975585938,308.002,142.12609946727753,-59.22685283050322,21.305113631367174,-36.92173919913605,"George Valera","22541",671655
"Gavin Lux ","TBR","OF/DH",745.989990234375,333.637,140.71630132198334,-59.613950901004294,21.305113631367174,-37.308837269637124,"Gavin Lux","19955",666158
"Davis Schneider ","TOR","2B/OF",999,306.997,141.46399784088135,-59.40865067362642,21.08561731868389,-37.32303335494253,"Davis Schneider","23565",676914
"Carson Benge ","NYM","OF",999,308.007,140.08809912204742,-59.786440743107875,21.305113631367174,-37.481327111740704,"Carson Benge","sa3025452",701807
"Wenceel Pérez ","DET","OF",748.5399780273438,284.329,138.24590039253235,-60.292266045868494,21.305113631367174,-37.98715241450132,"Wenceel Perez","22857",672761
"Nathan Lukes ","TOR","OF",999,252.772,138.07499992847443,-60.33919137351586,21.305113631367174,-38.03407774214869,"Nathan Lukes","18123",664770
"Garrett Mitchell ","MIL","OF",691.1699829101562,303.762,137.22299575805664,-60.57313207738788,21.305113631367174,-38.26801844602071,"Garrett Mitchell","27555",669003
"Zach McKinstry ","DET","3B/SS/OF",510.30999755859375,320.196,150.7701997756958,-56.853382158992176,17.370232310689723,-38.48314984830246,"Zach McKinstry","19392",656716
"Sung-Mun Song ","SDP","2B/3B",999,269.296,136.52019852399826,-60.76610399621582,21.08561731868389,-38.680486677531924,"Sung-Mun Song","sa3012529",823550
"Owen Caissie ","MIA","OF/DH",528.5,312.887,134.85210037231445,-61.22412529385942,21.305113631367174,-38.91901166249225,"Owen Caissie","27496",683357
"José Caballero ","NYY","2B/3B/SS/OF",200.02999877929688,301.698,148.91950643062592,-57.361539887357075,17.370232310689723,-38.991307576667346,"Jose Caballero","23401",676609
"Brooks Baldwin ","CHW","OF",748.22998046875,263.701,134.06889778375626,-61.43917466944153,21.305113631367174,-39.13406103807435,"Brooks Baldwin","31394",681460
"Jonny DeLuca ","TBR","OF/DH",999,270.57,133.2068967819214,-61.675860272762876,21.305113631367174,-39.3707466413957,"Jonny DeLuca","26365",676356
"Joey Loperfido ","HOU","OF",746.02001953125,342.268,133.10939991474152,-61.70263066488688,21.305113631367174,-39.3975170335197,"Joey Loperfido","29630",694388
"Pedro Pagés ","STL","C",748.2899780273438,270.113,107.85770112276077,-68.63616502360188,27.34328016552604,-40.29288485807583,"Pedro Pages","25782",686780
"Ryan McMahon ","NYY","3B",732.8599853515625,407.709,154.96508979797363,-55.70156206403164,14.057544455480272,-40.64401760855137,"Ryan McMahon","15112",641857
"Matt Vierling ","DET","OF",999,300.702,127.59240257740021,-63.21747094991131,21.305113631367174,-40.91235731854413,"Matt Vierling","21558",663837
"Will Benson ","CIN","OF",999,282.024,127.10019743442535,-63.352619135325114,21.305113631367174,-41.04750550395795,"Will Benson","21853",666181
"Edouard Julien ","COL","1B/2B",746.0499877929688,287.836,127.18969702720642,-63.32804461038918,21.08561731868389,-41.242427291705276,"Edouard Julien","27534",666397
"Jose Trevino ","CIN","C",999,200.157,103.58669930696487,-69.80888366245081,27.34328016552604,-41.46560349692477,"Jose Trevino","16725",624431
"Denzel Clarke ","ATH","OF",728.3300170898438,349.665,123.96409869194031,-64.2137195532601,21.305113631367174,-41.908605921892935,"Denzel Clarke","29858",672016
"Ramón Urías ","STL","2B/3B",999,268.646,124.3799022436142,-64.09954948352514,21.08561731868389,-42.01393216484125,"Ramon Urias","18795",602104
"Max Muncy ","ATH","2B/3B",672.719970703125,300.4,124.18180024623871,-64.15394372514224,21.08561731868389,-42.06832640645834,"Max Muncy","29779",691777
"Jake Mangum ","PIT","OF",672.4199829101562,252.418,123.16490006446838,-64.43316107236987,21.305113631367174,-42.1280474410027,"Jake Mangum","26202",663968
"Miguel Andujar ","SDP","3B/OF/DH",722.9099731445312,269.002,149.2866997718811,-57.26071706078776,14.057544455480272,-42.20317260530749,"Miguel Andujar","15878",609280
"Javier Sanoja ","MIA","2B/3B/OF",999,214.715,123.51619803905487,-64.33670274705055,21.08561731868389,-42.251085428366665,"Javier Sanoja","28253",691594
"Yoán Moncada ","LAA","3B",746.1500244140625,357.278,148.43100327253342,-57.495671593064365,14.057544455480272,-42.43812713758409,"Yoan Moncada","17232",660162
"Victor Robles ","SEA","OF",727.5399780273438,262.849,121.49849945306778,-64.89071626458525,21.305113631367174,-42.58560263321808,"Victor Robles","18363",645302
"Nathaniel Lowe ","CIN","1B",999,247.081,121.49750182032585,-64.89099019153768,20.746184845518716,-43.144805346018956,"Nathaniel Lowe","19566",663993
"Luke Raley ","SEA","1B/OF",748.25,298.51,118.45129692554474,-65.72740783122369,21.305113631367174,-43.4222941998565,"Luke Raley","19354",670042
"Yohel Pozo ","STL","C",999,165.975,95.4732007086277,-72.03666333637999,27.34328016552604,-43.69338317085395,"Yohel Pozo","18848",650968
"Joey Bart ","PIT","C",999,241.608,94.98480153083801,-72.17076649149321,27.34328016552604,-43.827486325967165,"Joey Bart","21524",663698
"Connor Wong ","BOS","C",999,230.254,94.73069912195206,-72.2405371551288,27.34328016552604,-43.89725698960277,"Connor Wong","19896",657136
"Henry Davis ","PIT","C",999,231.699,94.66010102629662,-72.25992176469188,27.34328016552604,-43.91664159916585,"Henry Davis","29617",680779
"CJ Kayfus ","CLE","OF",999,257.605,115.90030288696289,-66.42785198593542,21.305113631367174,-44.122738354568256,"CJ Kayfus","33704",692216
"Luis Torrens ","NYM","C",999,202.118,91.14599961042404,-73.22481300261126,27.34328016552604,-44.88153283708521,"Luis Torrens","15905",620443
"Gabriel Arias ","CLE","2B/SS",748.3800048828125,360.161,127.32289695739746,-63.29147098022805,17.370232310689723,-44.92123866953834,"Gabriel Arias","22563",672356
"Griffin Conine ","MIA","OF",999,302.699,112.89079743623734,-67.25419280431919,21.305113631367174,-44.94907917295202,"Griffin Conine","21626",665052
"Andrés Chaparro ","WSN","1B",999,234.668,114.4758031964302,-66.818986761843,20.746184845518716,-45.072801916324295,"Andres Chaparro","21797",665953
"Kyle Higashioka ","TEX","C/DH",999,187.888,90.12839889526367,-73.50422270015834,27.34328016552604,-45.16094253463229,"Kyle Higashioka","5517",543309
"Michael Massey ","KCR","2B",999,220.129,112.64100128412247,-67.32278106911797,21.08561731868389,-45.237163750434064,"Michael Massey","27684",686681
"Jake Bauers ","MIL","1B/OF",999,243.821,110.67889934778214,-67.86152902833396,21.305113631367174,-45.55641539696679,"Jake Bauers","15194",641343
"Angel Martínez ","CLE","2B/OF",748.5800170898438,239.981,110.03990316390991,-68.03698264959183,21.08561731868389,-45.95136533090794,"Angel Martinez","26540",682657
"Javier Báez ","DET","3B/SS/OF",740.6500244140625,293.383,123.0625993013382,-64.46125050357722,17.370232310689723,-46.09101819288749,"Javier Baez","12979",595879
"Carson Williams ","TBR","SS",724.5499877929688,356.772,122.7077020406723,-64.55869710987929,17.370232310689723,-46.18846479918957,"Carson Williams","30038",700246
"Kody Clemens ","MIN","1B/2B/OF",700.7000122070312,209.144,107.0244015455246,-68.86496987738481,21.08561731868389,-46.7793525587009,"Kody Clemens","20572",665019
"Harry Ford ","WSN","C/DH",725.52001953125,188.909,84.12199711799622,-75.15344216210424,27.34328016552604,-46.81016199657821,"Harry Ford","29958",695670
"Graham Pauley ","MIA","3B",999,259.487,131.92650347948074,-62.02742675659722,14.057544455480272,-46.96988230111694,"Graham Pauley","31363",688363
"Heriberto Hernández ","MIA","OF/DH",999,256.742,105.43640124797821,-69.30099815078493,21.305113631367174,-46.995884519417764,"Heriberto Hernandez","24878",681715
"Bryce Eldridge ","SFG","1B/DH",999,247.601,106.12979838252068,-69.11060728258276,20.746184845518716,-47.36442243706405,"Bryce Eldridge","33390",805811
"Matt Shaw ","CHC","3B",336.67999267578125,222.253,129.2801992893219,-62.75404088173896,14.057544455480272,-47.69649642625869,"Matt Shaw","33322",807713
"Sam Haggerty ","TEX","OF",999,203.085,101.24789881706238,-70.45106436041115,21.305113631367174,-48.14595072904398,"Sam Haggerty","18054",664059
"Richie Palacios ","TBR","1B/2B/OF/DH",999,215.51,101.19799959659576,-70.46476553602031,21.08561731868389,-48.379148217336414,"Richie Palacios","24589",680700
"Romy Gonzalez ","BOS","1B/2B",999,194.266,101.12489950656891,-70.48483713555909,21.08561731868389,-48.39921981687519,"Romy Gonzalez","21562",663853
"Edmundo Sosa ","PHI","2B/3B",999,221.715,100.77289998531342,-70.58148808942089,21.08561731868389,-48.49587077073699,"Edmundo Sosa","17022",624641
"Nathan Church ","STL","OF",999,192.918,99.21689891815186,-71.00873011183832,21.305113631367174,-48.703616480471155,"Nathan Church","31357",701675
"Dalton Rushing ","LAD","C",745.8300170898438,172.214,76.63870164752007,-77.20818258524918,27.34328016552604,-48.86490241972312,"Dalton Rushing","31382",687221
"Jake Rogers ","DET","C",999,198.264,75.6221992969513,-77.4872906972001,27.34328016552604,-49.14401053167406,"Jake Rogers","19452",668670
"David Hamilton ","MIL","2B",743.3300170898438,188.001,98.2781018614769,-71.26650214143277,21.08561731868389,-49.18088482274889,"David Hamilton","27531",666152
"José Fermín ","STL","2B/3B/OF/DH",999,169.39,98.16799992322922,-71.29673359548622,21.08561731868389,-49.21111627680233,"Jose Fermin","21746",665877
"James McCann ","ARI","C",999,181.332,75.28210109472275,-77.58067382321923,27.34328016552604,-49.23739365769318,"James McCann","12859",543510
"Joe Mack ","MIA","C",999,197.319,74.9958004951477,-77.65928536775043,27.34328016552604,-49.31600520222439,"Joe Mack","sa3017374",691788
"Christian Moore ","LAA","2B",748.3499755859375,250.169,96.92480051517487,-71.63808749335611,21.08561731868389,-49.552470174672216,"Christian Moore","34979",695681
"Hunter Feduccia ","TBR","C",999,217.541,73.59310019016266,-78.04443453492974,27.34328016552604,-49.701154369403696,"Hunter Feduccia","23372",676439
"Casey Schmitt ","SFG","2B/3B",999,213.057,95.5490996837616,-72.01582322751376,21.08561731868389,-49.930205908829876,"Casey Schmitt","27577",669477
"Drew Millas ","WSN","C/DH",999,149.959,72.74099969863892,-78.27840168635694,27.34328016552604,-49.9351215208309,"Drew Millas","25643",686452
"Tyrone Taylor ","NYM","OF",999,211.306,94.62049853801727,-72.27079569501385,21.305113631367174,-49.965682063646675,"Tyrone Taylor","13675",621438
"Gary Sánchez ","MIL","C",999,153.313,70.25020053982735,-78.96231771476145,27.34328016552604,-50.61903754923541,"Gary Sanchez","11442",596142
"Jeremiah Jackson ","BAL","OF",999,188.234,91.60480213165283,-73.09883640709542,21.305113631367174,-50.793722775728256,"Jeremiah Jackson","22239",669236
"Alan Roden ","MIN","OF",999,180.137,91.28249943256378,-73.1873332981937,21.305113631367174,-50.882219666826536,"Alan Roden","31564",702176
"Rob Refsnyder ","SEA","OF/DH",999,197.779,90.9028972685337,-73.29156330143535,21.305113631367174,-50.986449670068176,"Rob Refsnyder","13770",608701
"Rafael Marchán ","PHI","C",999,146.373,68.58279943466187,-79.42014761950021,27.34328016552604,-51.07686745397417,"Rafael Marchan","21646",665561
"J.C. Escarra ","NYY","C",999,142.644,67.74410057067871,-79.65043499295363,27.34328016552604,-51.30715482742759,"J.C. Escarra","20084",641555
"Dane Myers ","CIN","OF",999,201.098,89.03960168361664,-73.80318131434176,21.305113631367174,-51.49806768297458,"Dane Myers","22054",667472
"Cody Freeman ","TEX","2B",999,163.96,88.77360072731972,-73.87621904479819,21.08561731868389,-51.7906017261143,"Cody Freeman","25629",683227
"Travis d'Arnaud ","LAA","C",999,172.635,62.54100051522255,-81.07908632067317,27.34328016552604,-52.73580615514714,"Travis d'Arnaud","7739",518595
"Ezequiel Duran ","TEX","1B/SS",999,221.532,98.09829843044281,-71.31587201857093,17.370232310689723,-52.9456397078812,"Ezequiel Duran","23733",677649
"Jesse Winker ",,"DH",999,210.181,109.97860109806061,-68.05381478367231,14.057544455480272,-52.99627032819204,"Jesse Winker","13590",608385
"Thomas Saggese ","STL","2B/SS",999,241.615,97.87209874391556,-71.37798123789067,17.370232310689723,-53.00774892720094,"Thomas Saggese","27883",695336
"Zach Cole ","HOU","OF",743.5999755859375,246.191,83.28460276126862,-75.38337134793824,21.305113631367174,-53.07825771657106,"Zach Cole","31583",805904
"Amed Rosario ","NYY","3B",999,227.609,109.34760016202927,-68.22707309418819,14.057544455480272,-53.16952863870791,"Amed Rosario","15518",642708
"Luis Campusano ","SDP","DH",999,208.452,108.22329720854759,-68.53578076656251,14.057544455480272,-53.47823631108225,"Luis Campusano","22217",669134
"Reese McGuire ","CHW","C",999,141.001,58.60699835419655,-82.15927262320405,27.34328016552604,-53.815992457678,"Reese McGuire","15674",624512
"Coby Mayo ","BAL","1B",459.1600036621094,169.949,81.41119927167892,-75.89776475844936,20.746184845518716,-54.15157991293064,"Coby Mayo","28312",691723
"Brett Sullivan ","COL","C",999,124.468,57.118600368499756,-82.56795239791086,27.34328016552604,-54.22467223238481,"Brett Sullivan","18217",664954
"Anthony Santander ","TOR","OF/DH",748.4199829101562,141.246,77.95080381631851,-76.84790957770018,21.305113631367174,-54.542795946333,"Anthony Santander","14551",623993
"Triston Casas ","BOS","1B",746.0599975585938,144.697,79.79859918355942,-76.3405475672398,20.746184845518716,-54.59436272172108,"Triston Casas","22514",671213
"Alex Call ","LAD","OF",999,151.941,77.64159855246544,-76.93281021501895,21.305113631367174,-54.627696583651776,"Alex Call","19296",669743
"Dominic Smith ","ATL","1B",999,178.402,79.65689998865128,-76.37945489955796,20.746184845518716,-54.63327005403925,"Dominic Smith","15653",642086
"Troy Johnston ","COL","OF",748.4099731445312,151.267,76.8440010547638,-77.15181210080476,21.305113631367174,-54.84669846943759,"Troy Johnston","26143",687859
"Ryan Ritter ","COL","2B/SS",999,207.491,90.92380321025848,-73.28582301178419,17.370232310689723,-54.91559070109446,"Ryan Ritter","31500",690022
